72,33,389.2,51335,13806,10.6,41.3,38.2,43.6,164.7
1962.667684,62,453.5494221,46840,24200,13.2,38.9,37.1,40.8,211
1962.667684,3120,453.5494221,51241,2114801,15.6,36.4,35.9,37,167.7
1962.667684,108,453.5494221,60322,47710,10.3,49.4,48.7,50,145.2
1962.667684,55,453.5494221,72648,51935,10.8,33.5,32.9,34.1,143.2
1962.667684,4,453.5494221,47180,829,14,46.5,43,47.5,262.1
1962.667684,4,453.5494221,70535,2016,9.8,43.9,44.9,42.6,178.7
1962.667684,27,453.5494221,67423,17019,10.7,35.3,34.9,35.4,191.5
1962.667684,7,453.5494221,74347,5903,11,37.2,36.4,37.6,123.8
1962.667684,9,453.5494221,45629,5036,15.1,37.4,37.3,38.1,127.4
1962.667684,124,453.5494221,48576,52585,13.7,43.2,43.1,43.4,195.7
1962.667684,20,453.5494221,40714,4478,19,48.7,48,49.2,254.3
1962.667684,154,453.5494221,42881,42477,16.8,50.8,50.8,50.8,213.5
1962.667684,9,453.5494221,52001,6634,18.5,41.3,39.5,44.1,121.8
1962.667684,7,453.5494221,55291,3987,8.4,54.7,54,55.6,132.6
1962.667684,727,453.5494221,52862,446903,15.4,37.6,36.8,38.4,166
1962.667684,23,453.5494221,57243,9811,13.7,39.4,38.4,40.3,188.4
1962.667684,145,453.5494221,45639,54521,19.3,42.6,41.2,44.4,193.5
411,151,508.6,59831,60641,10,46.1,45.3,46.8,182.6
360,133,481.8,57556,47285,10.7,50.3,49.3,51,168.8
452,156,489.4,56008,75909,11.8,42,41.4,42.5,162.8
223,93,459.2,42491,31212,14.9,48.1,46.7,49.5,181.6
487,178,435.5,56353,89320,11.6,41.9,40.5,43.1,155
2075,694,482.2,71233,406678,8.7,40.1,39.2,41.1,163.2
879,309,507.6,62429,147994,9.5,42.6,41.4,43.7,173.1
1758,570,518.8,79653,301777,6.1,43.5,42.6,44.3,172.2
643,227,502.6,58577,126825,11.8,37.2,36.1,38.3,177.6
273,102,475.7,57142,42967,10.4,45.1,44.4,46.3,171.9
1624,584,505.5,54208,274219,15.1,40.6,38.9,42,179.5
5164,1722,468.1,84309,938506,7.6,41.5,40,42.9,147.3
2768,914,531.8,80479,450226,7.2,41,39.2,42.6,171.6
2963,1039,530.9,61685,510923,13,38.3,36.6,40.1,182.8
847,314,559.1,55409,94727,13,48.3,46.7,49.9,193.1
847,317,511.3,45438,155854,19.5,36.9,35.6,38.8,189.6
3553,1272,450.6,54603,797434,16.7,36.9,35.4,38.4,161.8
1691,602,544.2,78983,291479,8.2,39.6,38.2,40.8,193.5
2353,876,399.5,57720,674836,17.7,34.7,33.8,35.6,152.6
731,210,496.3,103876,125488,4.7,45,43.5,46.1,145.1
1997,648,504.7,73750,371398,11.8,38.4,36.9,39.9,160.3
3980,1357,466.7,77330,840900,8.3,37.7,36.6,38.9,156.7
3887,1269,529.6,87220,628715,8.2,42.3,40.9,43.6,168.6
2795,884,488.5,100511,499509,5,42,40.8,43.3,150.3
4355,1607,524.9,62937,588721,11.9,42.8,40.4,45.1,174.2
2305,827,448.4,58030,510916,18.2,36.5,35.1,37.9,159.1
415,164,516.6,56645,64180,13.1,41.8,40.2,42.8,194.8
1673,549,471,100194,333654,5,40.8,39.6,42,153.3
822,281,493.1,82048,143673,6.2,43.4,42.5,44.2,176.4
2663,909,463,68172,555786,11.1,38.1,36.5,39.5,155.6
623,227,485.9,71294,106869,8.3,42.6,41.4,43.7,175.1
2820,1031,404.1,47192,676685,18.7,36.5,35.2,37.9,147.1
28,10,375.5,33256,3456,22.2,57.1,55.5,58.7,164.7
272,123,375.8,38403,65764,23.4,34.8,32.9,36.7,164.5
109,42,375.5,35081,27329,28.8,36.2,35.2,37.8,146.5
76,30,377.4,37156,12414,20.5,47.6,46.9,48.4,139.9
153,66,336.5,42620,50398,19.2,30.7,29.3,32.9,143.8
14,8,467.1,33789,1828,20.6,47.3,51.2,45.9,243.6
799,319,381,38974,214295,27.9,32.4,31.1,34,150.8
239,107,391.3,57007,57578,14.1,36.5,35.3,37.7,170.8
166,76,366.5,38221,28609,19.1,46.5,44.6,48.1,159.4
21,8,361.2,29147,4371,25.8,41.6,40.9,41.9,142.8
22,11,357,34304,4423,24.5,41.8,40.6,42.4,166.3
214,99,357.1,58994,71180,16.6,31.8,31.5,32.2,166.2
117,41,363.9,39995,19420,20.1,50.4,48.4,51.1,123.4
94,27,406.2,108477,17785,4.2,43.5,41.8,45.1,114.5
144,64,420.6,27268,24518,30.6,39,38.3,39.2,181.8
205,82,332.9,29497,76708,35.8,30.8,29,32.3,137.7
25,10,359,27627,4596,24.2,42.6,44,42.6,134.3
286,122,393,41736,64362,20.2,35.6,33.1,37.9,161.1
56,27,412.7,29069,8455,23.9,45.7,43.7,48.2,190.6
164,71,351.8,34902,39465,24.1,40.1,39.6,40.6,155.5
68,32,360.7,36108,19120,24,29.4,28,30.8,163.5
564,188,395.4,56142,139394,12.6,469.2,37.6,40.1,135.7
435,166,356.1,47520,118737,21,34.2,33.1,35.2,136.7
125,57,355.6,32964,27967,25.5,42.5,42.1,42.9,158.2
691,231,374.3,52628,148686,14.2,44.4,42.7,46.2,126.1
100,47,424.2,29036,11282,23.8,55.6,54.7,56.5,190.3
84,34,404.4,32285,17256,31,36.8,33.9,42.8,167.8
154,62,339,36125,32907,19.2,46.8,46.1,48.5,135.2
108,32,558.5,37311,15485,27.6,43.3,43.1,43.5,164.3
18,9,303,36684,4201,19.4,40.3,38.2,45.2,151.6
334,133,402.3,40591,75737,24.5,38.5,36.9,40,163.1
1775,637,505.9,60371,309381,13.5,37.9,36.4,39.6,176.1
282,105,490.7,42655,47462,18.3,38.3,36.8,39.7,177.2
5834,2059,455.3,33687,1455444,31.5,33.2,30.9,35.2,162
1235,442,494.4,46283,196567,17.2,39.9,37.8,42,163.6
515,171,517.8,43892,77922,16.2,41.4,40.6,42.1,167.9
465,163,470.8,52792,78288,12.7,42.5,41.2,44,158.6
950,315,550.1,41757,130779,19.3,41.7,40.2,43.1,173.2
559,214,508.2,48880,87071,18.2,40.9,39.6,42.3,183.8
337,121,512.4,46387,48844,16.7,43.8,42.6,45,180.3
335,155,437.1,34842,51881,20.5,46,43.6,47.5,194.2
12,5,327,38636,2214,14.6,59,60.2,58.2,111.3
205,88,460.2,64350,36314,10.2,44.5,43.4,46,200.6
410,159,423,75926,73147,7.9,45.4,43.4,46.7,149
38,18,383.4,46331,7158,14.8,45.9,42.8,48.4,180.3
108,41,491.5,76206,25515,7.5,36.6,36.3,37.3,195.7
90,32,514.8,64305,16269,8.8,40.7,40,41.5,187.4
101,48,446.8,45827,10965,13.7,55.6,53.4,57.2,190.6
107,73,330.5,31429,24742,26.6,42.8,40.3,46.2,224.2
862,283,364.9,122641,375629,3.9,35.3,34.9,35.6,136.5
183,77,456.9,60121,34602,11.5,43.7,42.8,44.4,191
70,33,404.1,37548,12299,22.4,44.7,43.2,46.6,189.8
84,31,463.3,52513,13134,12.3,44.6,44.3,45.2,169.8
72,27,444.9,58268,8862,10.6,51.1,50.8,51.3,157.1
216,109,445.1,38500,31081,21.1,47.2,45.2,49.3,213.7
100,43,525.6,48921,10606,14.4,52.7,51,53.7,206.9
309,120,396.2,43484,97653,24.8,27.5,26.2,29.6,153.3
120,44,526.7,48076,14785,13.4,48.4,45.7,49.4,194.3
94,39,454.3,72406,20392,6.2,43.1,41.9,44.5,201.4
103,48,527.2,36822,12155,21.5,48.3,45.2,50.5,227.1
107,49,450.4,51422,12232,14.3,55.1,54.8,55.7,190.5
106,44,508,37996,15673,24.3,41.5,41,43.9,201.5
225,82,503.5,59282,35385,10.7,42.6,41,44,177.3
137,65,430.1,44851,23726,16.9,44.1,43.5,44.9,199.2
97,52,339.1,34885,18045,21.9,48,46.1,50,178.3
346,156,399,44207,62194,14.6,546,44.2,46.7,176.8
145,52,459.6,75539,28031,7.1,43.7,42.4,44.9,175.1
99,48,410.4,37543,22952,25.5,32.1,29,34.5,188.8
155,59,437,61792,37862,10.5,37.1,36,38.3,172.1
1142,407,373.7,91886,451721,7.2,34,33.3,34.7,150.1
189,91,390.6,46186,34332,14.7,45.2,43.9,47.1,185.8
44,17,401.1,62800,7378,9.3,49.1,48.9,49.2,149.6
57,22,452.4,42204,8908,19.7,43.7,40.8,50.3,176.2
493,204,400.5,61935,94409,8.2,43.5,42.3,45,155.9
115,58,338,48497,22354,13,48.3,47.1,49.2,159.2
378,157,400.2,55798,78593,11.7,41.5,40.6,42.3,156.1
137,81,365.4,37378,27891,17.9,43.8,43,44.8,212
110,69,330.8,36290,22126,20.8,45.4,44.4,47,196.1
235,104,407.6,45430,43190,12,43.8,42.3,45.1,171.4
171,92,389.1,37831,31470,19.7,44.3,42.8,46.1,202.4
97,43,405.7,46521,18109,15.3,45.4,45.7,45.2,181.8
518,191,449.4,75714,130475,9.2,36.7,35.7,37.8,172.5
460,160,450.5,92647,142003,5.9,34.7,33.5,35.9,175.6
40,17,426.5,48707,6709,12.9,47.5,47.1,47.8,182.2
72,30,486.9,37748,11715,23.9,38.5,35.9,47.3,208.4
224,127,376.4,38292,42899,19.2,43.1,40.8,46.1,208.1
178,84,428.2,60714,39083,11.3,40.4,39,41.5,202.5
312,136,420.8,43353,54591,14.5,44.7,43.2,46.1,176.7
121,49,450.9,48232,17629,15,46.6,45.2,48.6,179.9
176,106,367.3,38528,39718,21.9,39.8,37.8,41.5,223.4
171,71,433.5,41132,29119,15.6,43.6,42,45.5,175.9
272,103,389.3,81169,67837,5.5,39.5,37.4,40.8,152.3
405,165,317.6,86419,153511,9.6,36,35.9,36.2,135.4
64,58,265.7,34099,17141,21.8,41.8,39.7,43.7,226.6
46,19,578.2,38331,6618,17.2,33.8,33.6,34.3,240.8
250,60,718.9,45890,46597,25.9,29.8,29.3,30.3,178.2
995,378,458.3,66625,235429,9.8,36.5,35,38.2,182.2
117,43,493.6,52355,17820,11.5,40,37.7,43.5,159.3
320,130,539,33646,42082,23.6,41.8,38.3,44.5,207.4
55,16,447.7,125635,13892,3.2,37.7,37.1,38.6,137.6
51,25,468,38583,8490,22.5,38,35.2,40.3,221.7
120,39,566.3,51195,28118,16.8,29.4,29.5,29.3,180.3
709,270,491.9,47615,136454,15.2,35.4,33.3,38,190.3
190,51,591.1,38541,52538,28.3,23.5,24.5,22.8,150.5
139,65,547.6,40122,22378,19.5,36.9,34.9,38.1,244.9
391,165,495,40065,79812,25,28.7,27,30.4,194.5
108,41,364.1,72510,41764,9.8,33.3,32.2,34.1,155.2
773,321,457.2,48440,182385,16.7,32.8,31.2,34.4,191.9
985,393,480.5,42567,246393,23.4,30,28.4,32.4,193.6
22,9,461,31620,3939,21.6,39.3,44.3,37,197.3
249,88,651.3,32749,32477,25.8,39.5,37.3,41.1,224.4
67,24,441.3,84213,12059,5.9,43.8,42.8,45.2,159.2
489,229,473.2,43045,96201,18.3,34.9,32.9,36.7,218.1
51,21,463.1,34267,17403,32.4,22.3,22.4,22.3,193.1
948,406,475.4,42074,220289,25,32.9,32.2,33.7,200.2
576,235,512.4,40735,99897,20.4,38,36,40.1,201.2
162,63,511.5,54195,25432,10.2,40.5,40.1,40.9,186.6
181,64,537.9,42552,24416,16.5,42.3,41.4,42.9,176.1
406,169,472,60735,88161,13.6,38.3,36.6,39.4,199.3
1825,688,435.6,67676,452745,8.6,35,33.5,37,168.1
157,58,596.9,44843,21491,14.6,38.5,37.4,40.6,210.5
135,23,1014.2,46954,15052,20.1,24.6,25.6,23.6,162.1
117,59,401.9,44537,27284,13.4,37,35.3,39.7,192.8
54,21,340.3,47423,19254,19,28.9,28.3,29.9,135.7
112,60,371.3,44055,22105,16.3,44.2,43.6,44.9,188.3
814,296,452.4,58750,190309,14.6,35.5,34.7,36.1,163.9
399,144,451.5,49174,75644,14,39.3,37.7,41.2,154.7
575,235,480.2,47185,73486,16.2,50.1,47.8,52.1,181.3
1859,771,427.4,61747,459495,9.9,37.4,36.6,38.3,178.2
30,14,476.2,45465,3944,15.5,49.5,47.7,50.9,194.4
571,240,455.5,44235,103468,20.6,41.2,40.5,42.2,184.1
194,70,449.9,51151,40534,15.5,37,36.1,38.3,157.4
41,19,358.2,39992,7582,22.4,47.7,46.8,49.5,161.1
230,86,420.9,55006,88807,17.3,29.1,29.5,28.8,163.5
11,4,293.6,46404,2219,14.2,49.8,50.4,47.7,115
362,149,417.9,50388,93259,15.8,32.2,32,32.4,173.1
489,189,518.4,43205,71122,19.6,42.7,40.8,44.6,194.6
505,165,462,59358,80593,10.3,44,41.5,47,143.5
273,91,480.9,50964,30466,14.1,55.6,54.3,56.8,154.9
8999,2939,464.2,75738,2117125,11.3,37.2,36.4,38,152.7
187,79,414.6,38989,38033,19.9,39,38.5,40,170.7
211,94,464.3,34655,30553,24.5,46.4,46.1,46.8,203.8
286,125,345.3,60650,77390,10,39.7,38.7,40.5,149.1
88,40,416.1,41101,13801,16.5,49.3,48.8,49.7,178.6
204,101,393.1,43338,36377,14.8,46.4,45.3,47.4,178.5
136,70,358.9,45174,25788,14.4,46.4,45,47.5,172.2
523,229,413.5,57088,108801,9.8,41,39.6,42.6,178.6
211,76,489.1,50191,33161,11.6,44.3,42.7,45.7,168
2484,940,514.3,41787,410849,21.5,39.6,38,41.1,192.1
195,83,475.7,39721,25164,18.5,48.9,47.9,49.9,196.5
84,55,324.9,33600,15431,20.9,48.3,45.1,51.3,195.2
551,168,521.2,55592,91636,9.7,41.7,40.2,43.6,151.8
219,86,447.1,43509,41540,18.5,38.9,37.4,41.5,168.3
230,111,396.3,44780,45941,16.6,42,41.5,42.5,187.5
153,67,373.8,39126,36380,18.7,32.8,28.8,38,155.4
228,100,448.5,41678,31883,14.1,48,46.6,49.2,181.6
1352,435,514.9,45840,286085,20.1,31.5,30.6,32.7,165.5
275,110,417.8,48681,64223,15.2,37.9,37.3,38.7,173
186,93,406.2,37122,25345,19,624,51.6,52.5,193.4
72,41,344.3,35961,11348,17.3,53.3,52.6,54.3,167.6
260,105,446.7,42431,70698,28.3,26.3,26.3,26.1,180.1
883,372,473.5,46670,159494,15.4,40.5,39,42,193.8
1199,454,464.2,46283,260263,18.9,34,32.6,35.5,171
103,45,469.6,40709,17260,17.4,44.4,43.4,45.4,200.7
2809,965,473.3,53342,636369,15.3,34.8,33.9,35.8,160.2
12,5,337.6,40411,2168,12.7,54.5,53.2,55.4,113.5
78,42,395.3,30990,11424,29.2,51.5,51.6,51.3,213.1
492,189,484.6,51510,88373,11.1,43.3,42.6,44,186.7
138,54,372.9,60622,21981,8.9,52.4,51.3,53.3,132.5
512,217,425.8,48194,98573,14.5,40.9,39,42.8,177.6
855,316,433.5,74341,187316,6.1,42.1,41.2,42.9,162.7
33,16,366,37590,6415,20.6,44.3,42,48.1,175.3
75,31,422.5,39359,10890,15.4,50.9,50,51.7,160.3
4974,1809,506.5,54865,864840,12.3,40.8,39.4,42.1,177.8
186,72,494.9,37477,24461,16.6,48.2,45.8,51,180
343,141,430.4,44735,67215,15.4,39.1,38.4,39.9,168.7
144,82,350.2,42896,28783,16.3,45.7,44.5,46.9,190.2
222,89,448.5,41572,43067,23,35.7,33.5,37.7,177.2
108,70,310.1,42191,23548,14.5,47.5,46,48.7,185
436,160,438.7,51629,83632,11.9,40.9,39.7,42.4,154.4
84,39,417.3,40455,14903,16.1,43,41.7,44.3,190.2
652,325,371,57719,149568,10.4,41.7,41,42.6,182.8
348,137,475.3,41554,62945,20.4,40,39.2,41,184.5
88,37,484.4,37961,9259,15.7,54.6,54.3,54.9,207.6
975,379,499,42588,172790,20,39.1,38.1,40.4,189.2
236,120,393.2,41588,47948,21,42.4,41.5,43.3,197
6825,2231,495.7,69378,1242304,10,40.8,39.4,42.1,159.6
128,54,370.2,41166,26105,20.1,42.3,41.2,43.8,153.3
134,62,402.9,35968,20937,21.4,49,48.5,49.8,177
49,22,396,35387,6007,17.8,55.6,55.5,55.6,171.1
165,60,541.3,40235,23058,20.4,42.5,41.5,43.9,193.7
59,30,404.3,33975,8251,20.5,51.3,50.8,51.9,199.5
145,64,457,44693,24253,13.2,44.2,43.6,44.9,194.7
1060,384,404.1,60577,279955,9.1,34.7,33.9,35.7,142.2
99,44,414.7,39420,12841,16.1,53.2,52.8,53.5,171.8
228,97,496.9,35002,23898,20.7,54.4,53.9,54.8,201.8
1160,439,475.4,44548,193307,17.4,40.3,38.3,42,175.3
953,382,488,50303,159875,13.8,42.8,41.8,43.8,189.5
293,134,404.4,43687,61018,18.5,39.2,38.1,40,178.9
209,102,368.5,42081,41475,14.7,44.2,43.1,45.1,170.6
54,29,439.1,39539,8173,17.6,50,49.5,50.2,213.7
421,157,505,47882,68619,15.3,41.5,39.9,43,184.9
323,131,459,43186,53777,15.6,43.3,42.2,44.6,181.9
385,168,431.5,46715,75077,16.5,41.3,40.3,42,188.2
1490,494,463.9,62861,358880,14.3,33.4,32.3,34.6,157
10411,3927,528.7,41434,1759335,24.1,37.8,36.1,39.2,197.9
212,84,528.4,39807,33003,19,41.7,40.3,43,199.2
1962.667684,50,453.5494221,40676,15702,14.9,53.1,52.7,53.4,164.1
1962.667684,497,453.5494221,70868,344151,7.6,37.9,37.2,38.7,167.9
1962.667684,86,453.5494221,51116,33386,14.6,42.4,42,42.9,189.3
1962.667684,79,453.5494221,43706,45672,18.5,33.3,31.8,34.7,162.6
1962.667684,63,453.5494221,52531,39710,13.6,35.4,35.3,35.6,155.3
489,169,532.7,51576,81251,16.6,39.4,38.2,40.5,182.1
418,159,472.2,55047,61509,11.6,46.6,45.8,47.9,171.5
282,100,522,48357,48494,13.8,36.1,35.7,36.4,181.4
320,116,461,45860,46053,14.4,46.4,45.7,47,160.7
1662,569,486.7,70925,295754,10.2,41.2,40.1,42.4,164.8
6146,2183,544.1,50134,922578,15.2,40.4,38.4,42.3,183.3
255,97,463.7,50182,38478,12,45.9,44,48.1,164.5
274,105,466.4,45704,50660,18.5,39.8,37.5,43.2,180.9
354,134,504.2,45409,53992,17.8,42.8,41.4,44.4,183.4
388,141,520.5,52410,58937,12,42.7,41.4,43.9,181.6
338,128,505.7,52597,47625,11.1,45.2,43.4,46.7,187.3
45,17,526.9,49137,4712,11.4,51.9,51.7,52.7,194.2
404,134,480.7,44148,63100,16.5,42.9,40.9,44,150.9
554,196,500.8,49781,117635,15.1,31.8,30.5,33.6,177
11217,3824,452.3,47547,2636735,23.4,34.4,32.8,35.8,153.8
154,59,470.1,47542,26957,14.3,41.4,40.4,42.3,173.6
345,133,462.2,49920,64717,14.7,40.1,39.5,41,172
428,150,505.4,51600,71849,11.8,40.8,39.3,41.8,174.2
4243,1507,498.9,51371,749600,14.2,38.5,36.5,40.3,169.5
326,115,511,40923,49642,18.9,41,39,42.5,170.1
8450,2549,514.3,98312,1361350,6.7,41.3,39.6,43,145.8
8072,2584,463.9,75459,1644518,17.7,36.6,36.1,37.1,145.2
1385,506,507.2,49274,212652,13.4,42.6,41.5,43.8,177.1
1470,542,501.5,48350,232500,17.7,41.2,39.4,42.9,173.9
2820,1011,525.9,52892,468463,16.1,38.8,37.1,40.4,180.4
657,228,484.6,58473,109561,11.5,43.1,42.2,44.2,162.9
1860,628,503.5,69228,377647,13.4,36.8,34.9,38.6,173.6
252,95,495.9,46577,41582,15.5,42.2,41,43.3,184.2
34,15,459.8,36891,5526,21.9,43,39,48.3,205
828,313,477.1,54026,169866,12.7,39.9,38.5,41.1,181
213,84,458.4,38130,41265,23.5,36.8,34.8,38,177.2
745,288,459.8,50055,185660,15.3,37.4,36.4,38.6,184.9
65,30,464.6,38928,10013,22.2,45.2,42.5,48,205.2
298,119,462.5,46073,59660,18.5,37.5,36,39.9,182.2
398,150,524.4,35991,58106,22.1,42.1,39.9,43.9,194
412,147,460.5,49676,81035,16,42,41.1,42.7,165.7
279,107,483.7,37881,44989,17.6,43.1,40.9,45,181.8
243,93,440,37884,34201,18.1,49,46.4,50.9,161.4
117,42,416.2,38445,21139,19.9,44,42.4,45.9,143.7
164,61,491.5,35930,23357,19.7,46,43.5,46.9,177
3590,1216,451,59049,1034070,15.2,34.5,33.4,35.6,158.6
105,45,450.3,36795,15246,19.2,46.7,44.8,47.7,180.9
154,54,447.6,38530,27548,21.1,41.1,39.7,42.3,153.3
648,240,483.6,51650,94352,15.5,45.1,42.8,46.5,160.3
511,215,452.5,43348,93919,18.2,41,39.2,42.5,189
1007,387,442.6,49905,220358,18,37.8,36.4,39.3,164
145,61,452.7,32063,20426,25.8,47.1,44.2,49.7,189.9
588,206,477.5,47201,186311,14.3,26.1,24.6,29,179.9
540,183,436.7,60304,141354,14.1,33.3,32.7,33.9,157.3
